ticker,bench,events_total,events_pre_total,events_intra_total,events_post_total,blue_any_rate,blue_hard_rate,blue_soft_rate,ark_any_rate,ark_hard_rate,ark_soft_rate,print_any_rate,print_hard_rate,print_soft_rate,open_any_rate,open_hard_rate,open_soft_rate,global_any_rate,global_hard_rate,global_soft_rate,intra_any_rate,intra_hard_rate,intra_soft_rate,post_any_rate,post_hard_rate,post_soft_rate,corr,beta,sigma
AIBU,QQQ,36,29,7,0,0.0,0.0,0.0,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.20689655172413793,0.0,0.20689655172413793,0.2413793103448276,0.034482758620689655,0.20689655172413793,0.3448275862068966,0.034482758620689655,0.3103448275862069,0.0,0.0,0.0,,,,0.97,2.84,2.24
AIG,XLF,58,16,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0625,0.1875,0.375,0.375,0.0,0.375,0.1875,0.1875,0.0,0.0,0.0,,,,0.49,0.59,0.6
AIO,SPY,34,17,17,0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.4117647058823529,0.11764705882352941,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.29411764705882354,0.5882352941176471,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0,,,,0.82,0.85,0.58
AIP,SPY,107,58,49,0,0.017241379310344827,0.0,0.017241379310344827,0.43103448275862066,0.25862068965517243,0.1724137931034483,0.3448275862068966,0.05172413793103448,0.29310344827586204,0.603448275862069,0.29310344827586204,0.3103448275862069,0.7931034482758621,0.3793103448275862,0.41379310344827586,0.0,0.0,0.0,,,,0.83,2.69,3.4
AIPI,QQQ,71,49,22,0,0.04081632653061224,0.04081632653061224,0.0,0.24489795918367346,0.20408163265306123,0.04081632653061224,0.3877551020408163,0.10204081632653061,0.2857142857142857,0.6530612244897959,0.32653061224489793,0.32653061224489793,0.6530612244897959,0.3469387755102041,0.30612244897959184,0.0,0.0,0.0,,,,0.96,0.76,0.54
AIPO,SPY,57,35,22,0,0.05714285714285714,0.0,0.05714285714285714,0.2857142857142857,0.02857142857142857,0.2571428571428571,0.34285714285714286,0.0,0.34285714285714286,0.5142857142857142,0.14285714285714285,0.37142857142857144,0.6,0.05714285714285714,0.5428571428571428,0.0,0.0,0.0,,,,0.93,2.6,1.28
AIQ,SPY,117,63,54,0,0.2222222222222222,0.07936507936507936,0.14285714285714285,0.5396825396825397,0.31746031746031744,0.2222222222222222,0.2857142857142857,0.07936507936507936,0.20634920634920634,0.3968253968253968,0.15873015873015872,0.23809523809523808,0.6507936507936508,0.3968253968253968,0.25396825396825395,0.0,0.0,0.0,,,,0.97,2.11,0.98
AIR,IWM,68,28,40,0,0.0,0.0,0.0,0.17857142857142858,0.10714285714285714,0.07142857142857142,0.4642857142857143,0.21428571428571427,0.25,0.6071428571428571,0.39285714285714285,0.21428571428571427,0.6428571428571429,0.42857142857142855,0.21428571428571427,0.0,0.0,0.0,,,,0.83,0.82,1.02
AIRO,IWM,108,65,43,0,0.03076923076923077,0.0,0.03076923076923077,0.7538461538461538,0.5846153846153846,0.16923076923076924,0.35384615384615387,0.12307692307692308,0.23076923076923078,0.6307692307692307,0.4461538461538462,0.18461538461538463,0.8307692307692308,0.6461538461538462,0.18461538461538463,0.0,0.0,0.0,,,,0.89,1.9,3.8
AIRR,IWM,49,15,34,0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.4,0.6,0.3333333333333333,0.26666666666666666,0.7333333333333333,0.3333333333333333,0.4,0.0,0.0,0.0,,,,0.97,1.03,0.76
AIS,IWM,19,13,6,0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.3076923076923077,0.0,0.0,0.0,,,,0.92,1.56,1.81
AIT,IWM,42,9,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,,,,0.87,0.67,0.75
AIZ,XLF,32,3,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.57,0.54,0.56
AJG,XLF,40,6,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,,,0.18,0.15,1.05
AKAM,IWM,67,28,39,0,0.0,0.0,0.0,0.25,0.17857142857142858,0.07142857142857142,0.2857142857142857,0.10714285714285714,0.17857142857142858,0.5357142857142857,0.39285714285714285,0.14285714285714285,0.6071428571428571,0.4642857142857143,0.14285714285714285,0.0,0.0,0.0,,,,0.83,0.61,1.12
AKR,IWM,62,12,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,,,,0.55,0.31,0.56
AKRE,IWM,11,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,,,,0.75,0.07,0.27
AKRO,IWM,30,12,18,0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,,,,0.3,0.07,2.57
AL,XLF,51,10,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,,,,0.36,0.13,0.8
ALAB,IWM,127,65,62,0,0.38461538461538464,0.18461538461538463,0.2,0.6153846153846154,0.5692307692307692,0.046153846153846156,0.18461538461538463,0.046153846153846156,0.13846153846153847,0.35384615384615387,0.18461538461538463,0.16923076923076924,0.7692307692307693,0.5846153846153846,0.18461538461538463,0.0,0.0,0.0,,,,0.86,3.04,3.43
ALAI,QQQ,36,19,17,0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.42105263157894735,0.15789473684210525,0.2631578947368421,0.5789473684210527,0.15789473684210525,0.42105263157894735,0.5789473684210527,0.21052631578947367,0.3684210526315789,0.0,0.0,0.0,,,,0.96,1.41,0.99
ALAR,SPY,58,32,26,0,0.0,0.0,0.0,0.25,0.15625,0.09375,0.3125,0.0625,0.25,0.28125,0.09375,0.1875,0.4375,0.28125,0.15625,0.0,0.0,0.0,,,,0.42,0.78,2.04
ALB,IWM,124,65,59,0,0.3076923076923077,0.16923076923076924,0.13846153846153847,0.5384615384615384,0.36923076923076925,0.16923076923076924,0.16923076923076924,0.015384615384615385,0.15384615384615385,0.47692307692307695,0.24615384615384617,0.23076923076923078,0.7076923076923077,0.4461538461538462,0.26153846153846155,0.0,0.0,0.0,,,,0.74,2.14,2.32
ALC,IWM,70,38,32,0,0.0,0.0,0.0,0.07894736842105263,0.07894736842105263,0.0,0.05263157894736842,0.05263157894736842,0.0,0.2894736842105263,0.2631578947368421,0.02631578947368421,0.2894736842105263,0.2631578947368421,0.02631578947368421,0.0,0.0,0.0,,,,0.3,0.29,1.53
ALE,XLE,56,6,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,,,,0.4,0.08,0.16
ALEX,SPY,56,20,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,,,,0.5,0.1,0.49
ALG,IWM,19,11,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,,,,0.75,0.47,0.68
ALGM,IWM,86,35,51,0,0.0,0.0,0.0,0.3142857142857143,0.08571428571428572,0.22857142857142856,0.2857142857142857,0.02857142857142857,0.2571428571428571,0.6,0.08571428571428572,0.5142857142857142,0.6857142857142857,0.14285714285714285,0.5428571428571428,0.0,0.0,0.0,,,,0.95,1.8,1.89
ALGN,IWM,81,39,42,0,0.0,0.0,0.0,0.3076923076923077,0.2564102564102564,0.05128205128205128,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.6666666666666666,0.5128205128205128,0.15384615384615385,0.7692307692307693,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,,,,0.78,0.98,1.51
ALGT,IWM,53,18,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.4444444444444444,0.2777777777777778,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,,,,0.85,1.34,1.27
ALH,SPY,19,10,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.6,0.2,0.4,0.6,0.1,0.5,0.0,0.0,0.0,,,,0.42,0.38,1.15
ALHC,SPY,49,21,28,0,0.0,0.0,0.0,0.2857142857142857,0.23809523809523808,0.047619047619047616,0.2857142857142857,0.23809523809523808,0.047619047619047616,0.3333333333333333,0.23809523809523808,0.09523809523809523,0.42857142857142855,0.38095238095238093,0.047619047619047616,0.0,0.0,0.0,,,,0.08,0.24,1.38
ALK,IWM,98,51,47,0,0.1568627450980392,0.09803921568627451,0.058823529411764705,0.6862745098039216,0.5490196078431373,0.13725490196078433,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.6470588235294118,0.5294117647058824,0.11764705882352941,0.8627450980392157,0.7254901960784313,0.13725490196078433,0.0,0.0,0.0,,,,0.87,1.01,1.28
ALKS,SPY,30,12,18,0,0.0,0.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666,0.5,0.4166666666666667,0.08333333333333333,0.6666666666666666,0.4166666666666667,0.25,0.0,0.0,0.0,,,,0.28,0.49,2.56
ALKT,SPY,79,32,47,0,0.03125,0.0,0.03125,0.3125,0.15625,0.15625,0.34375,0.0625,0.28125,0.625,0.4375,0.1875,0.71875,0.40625,0.3125,0.0,0.0,0.0,,,,0.89,2.17,1.35
ALL,XLF,48,12,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.08333333333333333,0.6666666666666666,0.5833333333333334,0.08333333333333333,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,,,,0.35,0.54,0.7
ALLE,IWM,57,15,42,0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.2,0.06666666666666667,0.13333333333333333,0.4,0.2,0.2,0.4666666666666667,0.26666666666666666,0.2,0.0,0.0,0.0,,,,0.75,0.48,0.52
ALLW,IWM,87,50,37,0,0.02,0.0,0.02,0.2,0.08,0.12,0.16,0.02,0.14,0.32,0.2,0.12,0.46,0.18,0.28,0.0,0.0,0.0,,,,0.71,0.4,0.31
ALLY,XLF,77,26,51,0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.19230769230769232,0.0,0.19230769230769232,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.5769230769230769,0.23076923076923078,0.34615384615384615,0.0,0.0,0.0,,,,0.87,1.65,1.0
ALMU,SPY,95,60,35,0,0.016666666666666666,0.0,0.016666666666666666,0.3333333333333333,0.03333333333333333,0.3,0.4666666666666667,0.06666666666666667,0.4,0.6333333333333333,0.1,0.5333333333333333,0.8166666666666667,0.11666666666666667,0.7,0.0,0.0,0.0,,,,0.93,2.83,2.44
ALNT,SPY,38,12,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.75,0.3333333333333333,0.4166666666666667,0.75,0.3333333333333333,0.4166666666666667,0.0,0.0,0.0,,,,0.91,1.78,1.2
ALNY,IWM,73,24,49,0,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666,0.2916666666666667,0.16666666666666666,0.125,0.0,0.0,0.0,,,,0.49,0.47,1.05
ALRM,IWM,38,2,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,,,,0.9,0.53,0.68
ALSN,SPY,60,18,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.05555555555555555,0.2222222222222222,0.5555555555555556,0.2777777777777778,0.2777777777777778,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,,,,0.9,1.13,0.91
ALV,IWM,93,50,43,0,0.04,0.02,0.02,0.28,0.22,0.06,0.14,0.06,0.08,0.4,0.3,0.1,0.56,0.4,0.16,0.0,0.0,0.0,,,,0.69,0.68,0.82
ALX,IWM,56,15,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.4,0.3333333333333333,0.06666666666666667,0.4,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,,,,0.65,0.36,0.49
AM,XLE,74,19,55,0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.3684210526315789,0.2631578947368421,0.10526315789473684,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.0,0.0,0.0,,,,0.81,0.52,0.47
AMAL,KRE,21,0,21,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.95,1.07,0.64
AMAT,SOXL,103,55,48,0,0.12727272727272726,0.07272727272727272,0.05454545454545454,0.36363636363636365,0.2909090909090909,0.07272727272727272,0.2,0.05454545454545454,0.14545454545454545,0.32727272727272727,0.2,0.12727272727272726,0.509090909090909,0.32727272727272727,0.18181818181818182,0.0,0.0,0.0,,,,0.88,0.31,2.5
AMBA,SPY,94,47,47,0,0.0851063829787234,0.02127659574468085,0.06382978723404255,0.3191489361702128,0.1276595744680851,0.19148936170212766,0.2553191489361702,0.0425531914893617,0.2127659574468085,0.44680851063829785,0.1702127659574468,0.2765957446808511,0.5957446808510638,0.2553191489361702,0.3404255319148936,0.0,0.0,0.0,,,,0.95,3.23,2.83
AMBQ,IWM,57,34,23,0,0.029411764705882353,0.029411764705882353,0.0,0.14705882352941177,0.08823529411764706,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.5882352941176471,0.23529411764705882,0.35294117647058826,0.6764705882352942,0.2647058823529412,0.4117647058823529,0.0,0.0,0.0,,,,0.74,0.78,1.71
AMD,IWM,84,49,35,0,0.04081632653061224,0.0,0.04081632653061224,0.3469387755102041,0.2653061224489796,0.08163265306122448,0.16326530612244897,0.10204081632653061,0.061224489795918366,0.42857142857142855,0.3673469387755102,0.061224489795918366,0.5102040816326531,0.3673469387755102,0.14285714285714285,0.0,0.0,0.0,,,,0.61,1.4,5.08
AMDD,QQQ,93,54,39,0,0.037037037037037035,0.0,0.037037037037037035,0.35185185185185186,0.25925925925925924,0.09259259259259259,0.2777777777777778,0.09259259259259259,0.18518518518518517,0.5,0.3888888888888889,0.1111111111111111,0.5740740740740741,0.3888888888888889,0.18518518518518517,0.0,0.0,0.0,,,,-0.57,-1.8,5.07
AMDG,SPY,111,63,48,0,0.015873015873015872,0.015873015873015872,0.0,0.36507936507936506,0.1746031746031746,0.19047619047619047,0.19047619047619047,0.06349206349206349,0.12698412698412698,0.3968253968253968,0.19047619047619047,0.20634920634920634,0.5238095238095238,0.23809523809523808,0.2857142857142857,0.0,0.0,0.0,,,,0.6,4.56,10.2
AMDL,SPY,124,65,59,0,0.16923076923076924,0.1076923076923077,0.06153846153846154,0.5384615384615384,0.36923076923076925,0.16923076923076924,0.2,0.046153846153846156,0.15384615384615385,0.47692307692307695,0.24615384615384617,0.23076923076923078,0.676923076923077,0.4,0.27692307692307694,0.0,0.0,0.0,,,,0.6,4.87,10.16
AMDW,IWM,45,32,13,0,0.0,0.0,0.0,0.25,0.1875,0.0625,0.3125,0.21875,0.09375,0.4375,0.28125,0.15625,0.59375,0.40625,0.1875,0.0,0.0,0.0,,,,0.58,1.56,5.89
AME,IWM,59,17,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.4117647058823529,0.29411764705882354,0.11764705882352941,0.4117647058823529,0.29411764705882354,0.11764705882352941,0.0,0.0,0.0,,,,0.83,0.5,0.91
AMG,XLF,20,3,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,,,,0.73,1.48,0.82
AMGN,IWM,112,54,58,0,0.05555555555555555,0.018518518518518517,0.037037037037037035,0.18518518518518517,0.09259259259259259,0.09259259259259259,0.14814814814814814,0.05555555555555555,0.09259259259259259,0.35185185185185186,0.2222222222222222,0.12962962962962962,0.4074074074074074,0.2037037037037037,0.2037037037037037,0.0,0.0,0.0,,,,0.4,0.17,0.51
AMH,IWM,78,23,55,0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.17391304347826086,0.13043478260869565,0.043478260869565216,0.21739130434782608,0.17391304347826086,0.043478260869565216,0.0,0.0,0.0,,,,0.3,0.05,0.36
AMKR,SPY,117,60,57,0,0.1,0.016666666666666666,0.08333333333333333,0.5166666666666667,0.2833333333333333,0.23333333333333334,0.4166666666666667,0.11666666666666667,0.3,0.55,0.21666666666666667,0.3333333333333333,0.75,0.36666666666666664,0.38333333333333336,0.0,0.0,0.0,,,,0.9,3.32,2.81
AMLP,QQQ,118,60,58,0,0.0,0.0,0.0,0.11666666666666667,0.03333333333333333,0.08333333333333333,0.08333333333333333,0.05,0.03333333333333333,0.25,0.15,0.1,0.3,0.16666666666666666,0.13333333333333333,0.0,0.0,0.0,,,,0.67,0.19,0.28
AMN,IWM,74,24,50,0,0.0,0.0,0.0,0.2916666666666667,0.08333333333333333,0.20833333333333334,0.3333333333333333,0.041666666666666664,0.2916666666666667,0.6666666666666666,0.2916666666666667,0.375,0.7083333333333334,0.20833333333333334,0.5,0.0,0.0,0.0,,,,0.8,0.89,1.2
AMP,XLF,38,2,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,,,0.89,1.1,0.66
AMPH,IWM,40,11,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,,,,0.19,0.04,1.11
AMPL,SPY,109,50,59,0,0.0,0.0,0.0,0.34,0.12,0.22,0.42,0.1,0.32,0.62,0.26,0.36,0.78,0.26,0.52,0.0,0.0,0.0,,,,0.9,2.44,1.42
AMR,IWM,62,21,41,0,0.0,0.0,0.0,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.47619047619047616,0.2857142857142857,0.19047619047619047,0.0,0.0,0.0,,,,0.79,1.56,1.63
AMRC,IWM,86,38,48,0,0.0,0.0,0.0,0.15789473684210525,0.02631578947368421,0.13157894736842105,0.3157894736842105,0.10526315789473684,0.21052631578947367,0.5263157894736842,0.2894736842105263,0.23684210526315788,0.6578947368421053,0.21052631578947367,0.4473684210526316,0.0,0.0,0.0,,,,0.87,2.11,3.18
AMRK,IWM,59,33,26,0,0.0,0.0,0.0,0.2727272727272727,0.06060606060606061,0.21212121212121213,0.45454545454545453,0.030303030303030304,0.42424242424242425,0.6060606060606061,0.24242424242424243,0.36363636363636365,0.7575757575757576,0.21212121212121213,0.5454545454545454,0.0,0.0,0.0,,,,0.84,1.35,1.7
AMRN,SPY,33,19,14,0,0.0,0.0,0.0,0.3684210526315789,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.5263157894736842,0.3684210526315789,0.15789473684210525,0.0,0.0,0.0,,,,0.54,0.16,0.96
AMRZ,IWM,85,43,42,0,0.0,0.0,0.0,0.2558139534883721,0.18604651162790697,0.06976744186046512,0.11627906976744186,0.06976744186046512,0.046511627906976744,0.32558139534883723,0.23255813953488372,0.09302325581395349,0.4186046511627907,0.3023255813953488,0.11627906976744186,0.0,0.0,0.0,,,,0.49,0.27,1.15
AMSC,SPY,127,65,62,0,0.2,0.09230769230769231,0.1076923076923077,0.5538461538461539,0.3076923076923077,0.24615384615384617,0.3076923076923077,0.06153846153846154,0.24615384615384617,0.5230769230769231,0.2,0.3230769230769231,0.7230769230769231,0.36923076923076925,0.35384615384615387,0.0,0.0,0.0,,,,0.92,4.14,4.14
AMSF,XLF,19,5,14,0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.4,0.2,0.2,0.6,0.0,0.6,0.0,0.0,0.0,,,,0.68,0.28,0.42
AMT,IWM,90,40,50,0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.375,0.225,0.15,0.375,0.25,0.125,0.0,0.0,0.0,,,,-0.2,0.15,0.67
AMTM,IWM,97,49,48,0,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.5306122448979592,0.3877551020408163,0.14285714285714285,0.3673469387755102,0.14285714285714285,0.22448979591836735,0.7551020408163265,0.4897959183673469,0.2653061224489796,0.8367346938775511,0.6326530612244898,0.20408163265306123,0.0,0.0,0.0,,,,0.78,0.92,0.99
AMUU,SPY,112,64,48,0,0.109375,0.046875,0.0625,0.359375,0.234375,0.125,0.140625,0.0625,0.078125,0.421875,0.1875,0.234375,0.609375,0.328125,0.28125,0.0,0.0,0.0,,,,0.6,4.87,10.17
AMWD,IWM,32,4,28,0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.5,0.25,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,,,,0.82,0.95,1.13
AMX,SPY,68,22,46,0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.045454545454545456,0.22727272727272727,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,,,,0.75,0.82,0.63
AMYY,IWM,15,11,4,0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,,,,0.55,0.59,1.31
AMZA,IWM,21,8,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.44,0.0,0.44
AMZD,IWM,54,29,25,0,0.034482758620689655,0.0,0.034482758620689655,0.20689655172413793,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.27586206896551724,0.2413793103448276,0.034482758620689655,0.41379310344827586,0.3103448275862069,0.10344827586206896,0.0,0.0,0.0,,,,-0.62,-0.54,1.8
AMZN,SPY,87,46,41,0,0.10869565217391304,0.10869565217391304,0.0,0.4782608695652174,0.391304347826087,0.08695652173913043,0.2826086956521739,0.10869565217391304,0.17391304347826086,0.4782608695652174,0.391304347826087,0.08695652173913043,0.6739130434782609,0.5217391304347826,0.15217391304347827,0.0,0.0,0.0,,,,0.79,1.09,1.78
AMZU,IWM,89,45,44,0,0.08888888888888889,0.06666666666666667,0.022222222222222223,0.4666666666666667,0.4,0.06666666666666667,0.17777777777777778,0.1111111111111111,0.06666666666666667,0.4444444444444444,0.37777777777777777,0.06666666666666667,0.6444444444444445,0.5111111111111111,0.13333333333333333,0.0,0.0,0.0,,,,0.68,1.03,3.56
AMZW,IWM,25,17,8,0,0.0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.0,0.35294117647058826,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0,,,,0.71,0.51,2.17
AMZY,SPY,76,45,31,0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.5111111111111111,0.4444444444444444,0.06666666666666667,0.35555555555555557,0.28888888888888886,0.06666666666666667,0.4,0.28888888888888886,0.1111111111111111,0.6666666666666666,0.5777777777777777,0.08888888888888889,0.0,0.0,0.0,,,,0.8,0.73,1.31
AMZZ,IWM,79,42,37,0,0.023809523809523808,0.0,0.023809523809523808,0.4523809523809524,0.35714285714285715,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.4523809523809524,0.38095238095238093,0.07142857142857142,0.6428571428571429,0.47619047619047616,0.16666666666666666,0.0,0.0,0.0,,,,0.67,1.06,3.5
AN,IWM,38,8,30,0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.25,0.125,0.125,0.0,0.0,0.0,,,,0.63,0.96,0.75
ANAB,IWM,24,12,12,0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.25,0.08333333333333333,0.75,0.75,0.0,0.75,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,,,,0.44,0.45,3.34
ANDE,IWM,44,11,33,0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,,,,0.55,0.34,0.6
ANEL,QQQ,48,36,12,0,0.027777777777777776,0.0,0.027777777777777776,0.19444444444444445,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.2777777777777778,0.5277777777777778,0.08333333333333333,0.4444444444444444,0.0,0.0,0.0,,,,0.89,3.57,3.93
