ticker,open_glob_total,open_glob_up_rate,open_glob_down_rate,open_glob_mean_move,open_glob_median_move,open_5m_total,open_5m_up_rate,open_5m_down_rate,open_5m_mean_move,open_5m_median_move,open_10m_total,open_10m_up_rate,open_10m_down_rate,open_10m_mean_move,open_10m_median_move,open_15m_total,open_15m_up_rate,open_15m_down_rate,open_15m_mean_move,open_15m_median_move,open_20m_total,open_20m_up_rate,open_20m_down_rate,open_20m_mean_move,open_20m_median_move,open_30m_total,open_30m_up_rate,open_30m_down_rate,open_30m_mean_move,open_30m_median_move
AAPU,63.0,0.6190476190476191,0.38095238095238093,0.3744287871426918,0.7309590623030049,57.0,0.543859649122807,0.45614035087719296,0.06581725127505611,0.3683255354503645,53.0,0.5849056603773585,0.41509433962264153,0.07691902253636378,0.4078775270760282,57.0,0.543859649122807,0.45614035087719296,0.034940329403703806,0.3727951279950181,58.0,0.5689655172413793,0.43103448275862066,0.18689906816933524,0.6113052374789318,63.0,0.6190476190476191,0.38095238095238093,0.3744287871426918,0.7309590623030049
AAPW,21.0,0.5714285714285714,0.42857142857142855,0.2802302870156084,0.3726361213352014,27.0,0.37037037037037035,0.6296296296296297,-0.1348901146844688,-0.608455766058702,20.0,0.45,0.55,-0.06444847888308791,-0.4639394353572801,25.0,0.44,0.56,-0.17432956137953012,-0.4556969751285611,23.0,0.4782608695652174,0.5217391304347826,0.046608693646312045,-0.34427240253301905,21.0,0.5714285714285714,0.42857142857142855,0.2802302870156084,0.3726361213352014
AAPX,42.0,0.5,0.5,0.1509333295622068,0.1584563478486012,56.0,0.39285714285714285,0.6071428571428571,-0.14797901353286474,-0.5009833450712153,55.0,0.4,0.6,-0.11428306997921468,-0.3904562063637096,51.0,0.4117647058823529,0.5882352941176471,-0.14117116356202566,-0.477217816242137,51.0,0.5294117647058824,0.47058823529411764,0.07395878636593675,0.33898272208872093,42.0,0.5,0.5,0.1509333295622068,0.1584563478486012
AAPY,,,,,,2.0,0.5,0.5,0.004728710389878543,0.004728710389878543,1.0,0.0,1.0,-0.703224287621862,-0.703224287621862,3.0,0.6666666666666666,0.3333333333333333,1.1660556805534683,1.357286079613429,,,,,,,,,,
AARD,26.0,0.5769230769230769,0.4230769230769231,0.1947651019517749,0.4842996562880897,35.0,0.4,0.6,-0.4865804921086398,-0.8274195568390486,42.0,0.40476190476190477,0.5952380952380952,-0.2961468172600703,-0.7222533925766383,40.0,0.525,0.475,-0.12783924842170868,0.33902978977599085,38.0,0.47368421052631576,0.5263157894736842,-0.22546287265427375,-0.5377240014261986,26.0,0.5769230769230769,0.4230769230769231,0.1947651019517749,0.4842996562880897
AAT,40.0,0.475,0.525,-0.050814978155308,-0.38019408378081043,33.0,0.42424242424242425,0.5757575757575758,-0.1868330746858088,-0.3835375186345691,41.0,0.5121951219512195,0.4878048780487805,-0.05155510260221387,0.3529989666845035,44.0,0.5227272727272727,0.4772727272727273,0.005742457210910823,0.3095997846858767,46.0,0.5,0.5,-0.004378309179371567,-0.005235956605964542,40.0,0.475,0.525,-0.050814978155308,-0.38019408378081043
AAUC,39.0,0.5128205128205128,0.48717948717948717,-0.07898233534849777,0.3033756000379695,44.0,0.45454545454545453,0.5454545454545454,0.1541330010136515,-0.3377750443260885,52.0,0.46153846153846156,0.5384615384615384,-0.06773597303578777,-0.3950239268447786,58.0,0.4827586206896552,0.5172413793103449,0.07672785253209484,-0.3523293229654334,56.0,0.5357142857142857,0.4642857142857143,0.014749312451598892,0.34723083580099345,39.0,0.5128205128205128,0.48717948717948717,-0.07898233534849777,0.3033756000379695
AAXJ,13.0,0.5384615384615384,0.46153846153846156,0.06109107128030759,0.3511682672201033,2.0,0.5,0.5,0.00443112665710621,0.00443112665710621,6.0,0.5,0.5,-0.013863624149954937,-0.001989493406767684,11.0,0.5454545454545454,0.45454545454545453,0.034965349527212156,0.31075966188995885,10.0,0.5,0.5,0.00564399976202834,-0.0051015074963634,13.0,0.5384615384615384,0.46153846153846156,0.06109107128030759,0.3511682672201033
AB,21.0,0.7619047619047619,0.23809523809523808,0.3099189066673571,0.43344763807802167,27.0,0.5555555555555556,0.4444444444444444,-0.017281534950093543,0.32786191277476284,22.0,0.7727272727272727,0.22727272727272727,0.32395498580547316,0.492223961685645,31.0,0.8064516129032258,0.1935483870967742,0.21982681978734697,0.4567376449446936,25.0,0.64,0.36,0.1548767029695748,0.35395263888275963,21.0,0.7619047619047619,0.23809523809523808,0.3099189066673571,0.43344763807802167
ABBV,48.0,0.6041666666666666,0.3958333333333333,0.1273645649290828,0.36004647278932156,43.0,0.6744186046511628,0.32558139534883723,0.1712586994944504,0.4034216542293301,42.0,0.6190476190476191,0.38095238095238093,0.16501701032567798,0.46370338784348375,46.0,0.6304347826086957,0.3695652173913043,0.11478646547919702,0.41993309394986467,46.0,0.5434782608695652,0.45652173913043476,0.049224063490473646,0.36263432455272415,48.0,0.6041666666666666,0.3958333333333333,0.1273645649290828,0.36004647278932156
ABG,17.0,0.7058823529411765,0.29411764705882354,0.5159134841764819,0.5293407188371901,26.0,0.34615384615384615,0.6538461538461539,-0.2866113436755588,-0.477592521644149,30.0,0.3,0.7,-0.43224741948000894,-0.5444313543545243,29.0,0.41379310344827586,0.5862068965517241,-0.16854233220348375,-0.6106290934768777,35.0,0.42857142857142855,0.5714285714285714,-0.049542570946009716,-0.4305761703968569,17.0,0.7058823529411765,0.29411764705882354,0.5159134841764819,0.5293407188371901
